,utterance,find_train,book_train,NONE
19450,I'd like to go to london liverpool street on Sunday. I need to get there by 21:00.,1,0,0
19451,"That one would be great. Can I get 2 tickets on that train, and the reference number once it's booked?",0,1,0
19452,I'm also looking for a place to stay in the centre of town that includes free parking.,0,0,1
19453,I am looking for a cheap place to stay.,0,0,1
19454,Does this location include free wifi?,0,0,1
19455,Does the El Shaddai include free wifi?,0,0,1
19456,Yes. Could you make it for 2 nights/ 2 people starting on friday.,0,0,1
19457,"That's okay, see if you can make the booking for one night instead.",0,0,1
19458,Thank you very much for all your help.,0,0,1
19459,No. Thank you for your help.,0,0,1
19460,Help me find a chinese place to dine in the centre please.,0,0,1
19461,I would like to stay in the expensive price range.,0,0,1
19462,Can I book it for 1 person at 14:15 on thursday?,0,0,1
19463,"I can't wait to eat there, thanks. I also need train information. I am going to birmingham new street and need to arrive by 09:45.",1,0,0
19464,"No, I need to leave on Friday.",1,0,0
19465,"Yes, 1 ticket please.",0,1,0
19466,"I am good to go now, thank you so much! Take care!",0,0,1
19467,Thank you for your time.,0,0,1
19468,"Hi, can you help me find a train from kings lynn on Monday?",1,0,0
19469,"Cambridge is my destination, please.",1,0,0
19470,I will need 6 tickets.,0,1,0
19471,"Yes, is there a reference number? I also am looking for a place to dine in the north area of town that serves chinese food.",0,0,1
19472,Moderate please and thank you.,0,0,1
19473,Can you book me a table there for Monday at 14:30?,0,1,0
19474,There will be 6 of us.,0,0,1
19475,Could you try for 13:30?,0,0,1
19476,That will be all. Thank you so much for all of your help!,0,0,1
19477,I am planning a trip in Cambridge.,1,0,0
19478,"I need to book a train from Cambridge to Leicester, leaving after 20:00 on Sunday.",1,0,0
19479,"It doesn't matter when I arrive, but I need to make a booking for 5 people. And I definitely need a reference number for the booking.",0,1,0
19480,"Actually, I could use some help finding something fun to do in the north.",0,0,1
19481,Can you give me the address for the park?,0,0,1
19482,no that will be all thank you,0,0,1
19483,No thank you.,0,0,1
19484,I need a train from london kings cross to cambridge.,1,0,0
19485,On sunday. But I have to be there by 19:15. Which one works best for that?,1,0,0
19486,Is there an earlier train?,1,0,0
19487,"Great that should work can I get the price, and departure time of that?",1,0,0
19488,I need the postcode please.,0,0,1
19489,Sorry. I am interested in finding a museum to attend and would need the postcode and phone number.,0,0,1
19490,"I don't care about the area. Can you give me the name, postcode, and phone number of the one with an entrance fee?",0,0,1
19491,I will also need the postcode please.,0,0,1
19492,Thank you for your help.,0,0,1
19493,"That should be all the info I need, thank you!",0,0,1
19494,I need to book a train from bishops stortford to Cambridge on Saturday arriving in Cambridge before 12:30.,1,0,0
19495,I actually need to leave after 20:30 on Friday. So whatever is closest to that time will be fine.,1,0,0
19496,Yes that works. Can you book it for 5 people and send me the reference number?,0,1,0
19497,Thanks! Can you also check and see what 3-star guesthouses you have?,0,0,1
19498,"The east part of town, it should also include free wifi.",0,0,1
19499,"Yes, are there any 3 star guesthouses in the west that include free wifi?",0,0,1
19500,"Okay, I need a hotel for same group of people for two nights starting Friday, and I'll need reference number, please.",0,1,0
19501,"That sounds perfect, I think that's all I need today. Thanks so much for your help.",0,0,1
19502,I want to leave on staurday to go to kings lynn,1,0,0
19503,I would like to leave Cambridge to arrive in Kings Lynn by 18:15.,1,0,0
19504,Yes that sounds great. I need to book one for 4 people.,0,1,0
19505,Can you help me find a restaurant that is moderately priced?,0,0,1
19506,I'd love some Scandinavian food?,0,0,1
19507,What about Turkish food?,0,0,1
19508,Could I get the contact info for that?,0,0,1
19509,"Yes, let's book a table for four there at 13:00 on the same Saturday.",0,1,0
19510,Thank you that is all I need today.,0,0,1
19511,I'm looking for a train going to kings lynn.,1,0,0
19512,On sunday. I'd like to arrive by 09:45.,1,0,0
19513,Yes. Make booking for 3 people and can I have a refernce number?,0,1,0
19514,I also need a guesthouse with free wifi. Can you help me find one?,0,0,1
19515,I would like to stay on the south.,0,0,1
19516,Is there a guesthouse that doesn't have free parking?,0,0,1
19517,ok book me one for the same group of people and 4 nights starting from wednesday,0,0,1
19518,That is all. Thanks so much!,0,0,1
19519,I'm looking for a place to eat in cambridge today!,1,0,0
19520,I want to find a european restaurant in the centre. try again please.,0,0,1
19521,What is the address?,0,0,1
19522,No but I do need help getting a train going to cambridge.,1,0,0
19523,I will be traveling on saturday.,1,0,0
19524,I would be leaving from London Liverpool Street going to Cambridge. I would need to arrive by 12:45.,1,0,0
19525,Yes that will work fine. Can you book that.,0,1,0
19526,That's great! What's the travel time?,0,1,0
19527,"Thanks, that is all",0,0,1
19528,I'm looking for a decent place to dine in Cambridge please.,1,0,0
19529,how about canapes food?,0,0,1
19530,Could you please try for Italian ?,0,0,1
19531,Lets try for a moderately priced place in the centre.,0,0,1
19532,"No thanks. I just need the address, postcode, and phone number for this restaurant please.",0,0,1
19533,"I would like to book a train to ely, from cambridge.",1,0,0
19534,i want to leave on friday,1,0,0
19535,The train should leave after 11:15. Thanks,1,0,0
19536,no thats all the information i needed. thanks,0,0,1
19537,I need help picking the correct train that will arrive at the time I need.,1,0,0
19538,I am leaving from Leicester and going to Cambridge.,1,0,0
19539,I would like to arrive by monday at 16:30.,1,0,0
19540,That sounds great. My math isn't the best so please tell me what the total travel time is.,1,0,0
19541,No thanks I will book it. Can you help me find an expensive restaurant as well?,0,0,1
19542,Is it in the North area?,0,0,1
19543,"Yes, please. I'd like something with some creative food.",0,0,1
19544,How about european food please?,0,0,1
19545,Can you book a table for 2?,0,0,1
19546,I need a table at 20:15 on Monday.,1,0,0
19547,Make the reservation for 2 people please.,0,0,1
19548,That is all. Have a nice day.,0,0,1
19549,"I need a good place to eat dinner. I Like Italian, what do you suggest?",0,0,1
19550,I do not have a preference in price.,1,0,0
19551,Please make a booking for a table of 2 at 16:15 on Thursday and provide the reference number. I also need to look for a train.,1,0,0
19552,Great. I will be leaving London Kings Cross and want to get to Cambridge by 11:45 the day I eat at the restaurant.,1,0,0
19553,"Okay, may I please have the travel time and price?",1,0,0
19554,"Thank you so much, I will book later. Have a great day, you have been helpful.",0,0,1
19555,I'd like a train to Cambridge that arrives by 11:30.,1,0,0
19556,I'm departing from Ely.,1,0,0
19557,It doesn't matter to me.,1,0,0
19558,Can you tell me what the travel time for that train is?,1,0,0
19559,Okay great. That is all thank you.,0,0,1
19560,Can you help me locate a restaurant called Pizza Express Fen Ditton?,0,0,1
19561,thank you do you know if they take reservations? Do you know the hours of the business?,0,0,1
19562,I need a reservation for 3 people on saturday.,0,0,1
19563,The train should arrive by 16:30 and should depart from cambridge.,1,0,0
19564,what time does that train arrive?,1,0,0
19565,I will travel on Sunday.,1,0,0
19566,The train should arrive by 16:30 and should depart from cambridge,1,0,0
19567,"Yes, that will do. I need tickets for 3 people please.",0,1,0
19568,"Thank you, that's all I need today.",0,0,1
19569,Is there a place in the centre that serves asian oriental food?,0,0,1
19570,"That sounds great, yes please book that.",0,0,1
19571,14:00 on Monday.,1,0,0
19572,The reservation needs to be for 8 people.,0,0,1
19573,i also will be needing a trian,1,0,0
19574,"I will be departing from Bishops Stratford. I want to travel on the same day as the restaurant booking, but I need to arrive in Cambridge by 09:00.",1,0,0
19575,make a booking for the same group of people.,0,1,0
19576,No thank you. That will be all.,0,0,1
19577,Can you help me look for train leaving from Stevenage?,1,0,0
19578,I need to leave after 14:45 on Thursday.,1,0,0
19579,I am also looking for some entertainment in town.,0,0,1
19580,Looking for a place to go to in the centre area that has interesting architecture.,0,0,1
19581,That sounds like just what I was looking for.,0,0,1
19582,"One more thing, could you help me find a train from cambridge?",1,0,0
19583,"I'm heading to Bishops Stortford, and I need to arrive by 14:00 on Friday.",1,0,0
19584,Is there anything a little later in the day? 6 am is rather early.,1,0,0
19585,"Thats perfect,can you book it for me ?",1,0,0
19586,Actually I want to book it myself. Can I just get the price and travel time on that?,1,0,0
19587,Thank you so much! I appreciate all your help.,0,0,1
19588,That is all I needed. Thank you and goodbye!,0,0,1
19589,Goodbye! Have a great day!,0,0,1
19590,"Hello, I need a train to come in at 8 am.",1,0,0
19591,I need to leave from cambridge and get to Kings Lynn by 8:00 on Saturday.,1,0,0
19592,"That one will work, can you get me 7 tickets please?",0,1,0
19593,That's all for today. Have a great one!,0,0,1
19594,"I would like find some information about a train. Specifically, I'm looking for details about a train that leaves Tuesday after 11:15.",1,0,0
19595,"Yes, I'll be departing from London Kings Cross.",1,0,0
19596,Yes please book it for 5 people and give me the reference number.,0,1,0
19597,I am also looking for a restaurant that serves modern european food in the expensive price range. What do you find available?,0,0,1
19598,Can you just give me their phone number and postcode?,0,0,1
19599,That's all I need. I appreciate the help.,0,0,1
19600,Are there any 4 star hotels in Cambridge?,1,0,0
19601,"Firstly, before that, I need a hotel that includes free wifi and parking, and needs to be in the cheap price range.",1,0,0
19602,A hotel is fine if you have it please.,0,0,1
19603,That is fine. I need it for 8 people starting Monday for 4 nights. Can I please have the reference number as well?,0,0,1
19604,Can you try it for 2 nights?,0,0,1
19605,Can I get a train to the Stansted Airport?,1,0,0
19606,I need to leave on Wednesday after 21:00. What options do I have?,1,0,0
19607,"Yes, please. I would like to book tickets for 8 people on that train - how much will that cost?",0,1,0
19608,What is the arrival time for that train?,0,1,0
19609,Thank you for your assistance! Have a good day!,0,0,1
19610,I'm going to Cambridge from london liverpool street. I need to leave on tuesday.,1,0,0
19611,I need a train from London Liverpool Street to Cambridge for Tuesday and I need to get there by 12:30.,1,0,0
19612,I want the 9:39 if it makes it there by 12:30.,1,0,0
19613,That's okay. Can you tell me about a hotel though? It's the Express by Holiday Inn Cambridge.,1,0,0
19614,Okay can I book that for 2 people for 5 nights from Tuesday.,1,0,0
19615,Thank you that is all I needed today.,0,0,1
19616,Find me a moderately priced french restaurant,0,0,1
19617,What about an Indian restaurant in the same price range?,0,0,1
19618,No thank you that will be all,0,0,1
19619,"Actually, I'm also looking for a train. I'll need it to go to Cambridge on Sunday.",1,0,0
19620,"I'm looking for one that arrives by 16:15, ideally.",1,0,0
19621,perfect book for 5 people,0,1,0
19622,Thank you that is all I need.,0,0,1
19623,I'm looking for a british restaurant in the east.,0,0,1
19624,"Yes, please book a table for 2 at 19:00.",0,0,1
19625,That should have been for 7 people at 18:00 on Wednesday. Sorry bout that.,0,0,1
19626,Please do that.,0,0,1
19627,I also need a train to Cambridge. Leaving after 13:00.,1,0,0
19628,I am actually leaving from Cambridge and going to Broxbourne.,1,0,0
19629,"Anytime is fine, can I have a reference number?",0,1,0
19630,Great! I think that is all I need today. Thank you for all your help!,0,0,1
19631,"Thank you, you as well.",0,0,1
19632,I am looking for a high scale restaurant located in the city centre.,0,0,1
19633,"No, I just want an expensive place in the centre.",0,0,1
19634,That sounds lovely - what is their cuisine type?,0,0,1
19635,Yes please but let's put that to the side and instead find me a train to Stansted airport - preferably one that gets there by 11:15,1,0,0
19636,I want to travel on Friday. My departure station is in Cambridge.,1,0,0
19637,"I'm looking for a place to in the centre, perhaps a college.",0,0,1
19638,"No preference. Can you make a recommendation and give me the address, phone number, and entrance fee?",0,0,1
19639,I need a train on Saturday after 14:30.,1,0,0
19640,I need to travel to Norwich from Cambridge after 14:30.,1,0,0
19641,Yes can I have an arrival time please?,1,0,0
19642,Okay thank you for your help.,0,0,1
19643,Hello! I was hoping you could help me find a 0-star place with free wifi.,0,0,1
19644,I would like a moderate priced hotel please.,0,0,1
19645,Parking is not important. Can you book Cityroomz for three people staying 2 nights starting Friday.,1,0,0
19646,How about one night?,0,0,1
19647,Thank you for that! I'm also looking for a train to Cambridge from Leicester. Can you help me with that?,1,0,0
19648,I need one that arrives in Cambridge by 8:45 on Friday.,1,0,0
19649,Yes please I need that for 3 people please,0,1,0
19650,Great. Thank you very much. That is all I need for today.,0,0,1
19651,I'm looking for a french restaurant in the north of Cambridge.,1,0,0
19652,"Thank you, I would prefer the expensive price range, does that fall in that range?",0,0,1
19653,Yes. I would like to book a table for 3 at 14:30 on Friday please.,0,0,1
19654,"Yes, I am looking for a train that goes to Kings Lynn and leaves after 12:15.",1,0,0
19655,"Does it leave on saturday, departing from cambridge?",1,0,0
19656,"Yes, I'd like 3 tickets, please, along with the reference number.",0,1,0
19657,No thanks. That will be it for today. Have a good day. Goodbye.,0,0,1
19658,Can you help me find a train arriving by 12:45 going to birmingham new street?,1,0,0
19659,i'm leaving from cambridge,1,0,0
19660,I'm leaving on Saturday. May I please have the travel time?,1,0,0
19661,Thanks. Can you also look up information on Lovell Lodge hotel?,0,0,1
19662,"Thank you for the info, that will be all.",0,0,1
19663,I am looking for a train.,1,0,0
19664,I'll be heading to peterborough on thursday,1,0,0
19665,Thank you for your help,0,0,1
19666,"Hello, I'm looking for a train. I need to leave on Wednesday from Norwich.",1,0,0
19667,I am looking to go to Cambridge.,1,0,0
19668,i'm leaving after 09:00.,1,0,0
19669,What is the Price and travel time?,1,0,0
19670,"Ok great, can you book it for me please?",0,1,0
19671,"That will be all, thank you for your help.",0,0,1
19672,Hi there. Can you tell me if you have any parks in the east part of town?,0,0,1
19673,"Yes, that sounds like someplace for me to visit. Is it free? Also, I'll need the postcode and phone number.",0,0,1
19674,I am looking for a train going to Cambridge on Saturday.,1,0,0
19675,I need to leave london liverpool street and get there by 18:30,1,0,0
19676,"Yes, that will be fine.",1,0,0
19677,"Actually, I don't need it booked. Can you tell me what time it leaves?",1,0,0
19678,What is their price and the travel time?,1,0,0
19679,"no, thank you. that is all.",0,0,1
19680,Thanks you too.,0,0,1
19681,Can you help me book some train tickets?,1,0,0
19682,I am leaving from Cambridge.,1,0,0
19683,I am going to bishops stortford at 12:45 on thursday.,1,0,0
19684,"Yes, on Thursday. Can you book me a train for 3 people please?",0,1,0
19685,Yes one ticket to hogwarts please?,0,1,0
19686,"I am sorry, poor joke. I am leaving cambridge going to bishops storford, leaving after 12:45 on thursday, need 3 tickets and ref number",0,1,0
19687,Yes I am looking for a place to stay that includes free wifi and is a guesthouse in the expensive price range with free parking as well.,0,0,1
19688,How about one that is cheap?,0,0,1
19689,I am not looking in any specific area. A cheap guesthouse with free wifi and parking would be great. Can you recommend one?,0,0,1
19690,yes i would like a reservation. thank you.,0,0,1
19691,"Thanks, I need for 3 people for 2 nights. Arrival is on Tuesday.",0,0,1
19692,Thank you for all your help. That is all for now.,0,0,1
19693,I want to find a hotel to stay at that has free wifi and is moderately priced. Can you help?,1,0,0
19694,"Yes, I'd like to be on the east side. The hotel should have a 4 star rating please.",0,0,1
19695,"Ok, Carolina B&B it is. Can you book me a room for 1 person staying 5 nights on Sunday please?",1,0,0
19696,Yes I also need a train. Can you help me?,1,0,0
19697,I need it to go to cambridge and should depart from leicester.,1,0,0
19698,I'd like to arrive by 13:45 on sunday.,1,0,0
19699,"I don't need a ticket just yet. Can you tell me the total cost per ticket, though?",1,0,0
19700,"That will be all for the day, thank you.",0,0,1
19701,I hope to. Thanks again. Bye.,0,0,1
19702,I'm going to need a train on Wednesday. I need to arrive by 16:00.,1,0,0
19703,I will be departing from Leicester.,1,0,0
19704,I am going to cambridge,1,0,0
19705,As long as i arrive close to 16:00 I am good.,1,0,0
19706,"I don't actually need to book at the moment. I just need to know the departure time and travel time for this train, if you don't mind.",1,0,0
19707,"No, that's all for today. Goodbye!",0,0,1
19708,I need to find a train that is going to arrive in stevenage by 11:45.,1,0,0
19709,Which one would you like to book?,1,0,0
19710,book TR6334 and get me the train ID please,1,0,0
19711,"Yes, book one for me please. And please make sure this is for Sunday.",0,1,0
19712,"I didn't need to book a seat, I just needed a train ID number.",0,1,0
19713,"Sorry about the confusion, I just need a train from Steveage to Cambridge that arrives by 11:45. I just need the train ID.",0,1,0
19714,Thank you that was everything. Goodbye.,0,0,1
19715,I would like to find something to do in the west part of the city.,0,0,1
19716,That sounds great. Can you find the address and phone number for me?,0,0,1
19717,Thank you. Are there any trains leaving Stevenage on Friday?,1,0,0
19718,"Yes, on any one that leaves anytime after 19:15",1,0,0
19719,Yes please just 1 seat.,0,1,0
19720,"No, thank you. Goodbye",0,0,1
19721,"Im looking for a restaurant called sitar tandoori, can you help?",0,0,1
19722,Just the phone number please.,0,0,1
19723,I also need to find a train going to Ely on Friday.,1,0,0
19724,"Well, let's see. I need to sleep in a little, so can you see if there's one that departs Cambridge some time after 08:00?",1,0,0
19725,"Yes, can you make a booking for 4 people please.",0,1,0
19726,"No, thank you, you've been very helpful.",0,0,1
19727,I need a train from Bishops Stortford to Cambridge that will arrive by 12:30.,1,0,0
19728,I need it for Saturday.,1,0,0
19729,I just need to get there by 12:30 so that train would be good. What time do I depart?,1,0,0
19730,"No thanks, I just wanted to know the information. I do need a moderately priced hotel, with free parking.",0,0,1
19731,Can I get more information?,0,0,1
19732,Hey could you help me figure out the train schedule? I need to go to Cambridge I am leaving from bishops Stanford station. Do you know the times?,1,0,0
19733,I would like to leave on Sunday please.,1,0,0
19734,i need tickets for three people.,0,1,0
19735,Could you please get me three tickets for a train that leaves after 15:45?,0,1,0
19736,Yes please make reservations for sunday for 3 people.,0,1,0
19737,What is the reference number?,0,1,0
19738,I also need a hotel for 3 people starting Sunday and for 4 nights.,0,1,0
19739,We would like a place in the north which includes free wifi and free parking. Can you find something fitting this?,0,0,1
19740,Can you book it for me and get a reference number ?,0,0,1
19741,No that would be all.,0,0,1
19742,I'm looking for a Modern Eclectic place to dine in the Cambridge North End tonight.,1,0,0
19743,"I would not. I prefer this place to be expensive, have modern eclectic tastes, and be located north.",0,0,1
19744,"How about a chinese restaurant in the same area, same price range?",0,0,1
19745,I only need the phone number and postcode.,0,0,1
19746,Is Milton Road Chesterton the full address for Hakka? I also need a train to cambridge.,1,0,0
19747,"I need to go from stevenage to cambridge on Friday, leaving after 8:00.",1,0,0
19748,"Yes, that will work. Can you place a booking for 6 people on that train and provide a reference number?",0,1,0
19749,Great thank you very much that should be all,0,0,1
19750,I need to take a train that goes to Cambridge and arrives by 16:45.,1,0,0
19751,"I'll be leaving from London Liverpool Street. Oh, and I'd like to travel on Saturday, please.",1,0,0
19752,I need it to arrive by 6:30 and I need it for 3 people.,0,1,0
19753,Thanks. Can you also tell me some information on the Maharajah Tandoori restaurant?,0,0,1
19754,That's all. Thank you.,0,0,1
19755,Are there any museums you can recommend?,0,0,1
19756,No how about you pick on and give me the entrance fee if any and the phone number please,0,0,1
19757,Great I'm also looking to travel to london kings cross on monday by train,1,0,0
19758,As early as possible in the morning.,1,0,0
19759,Does that train depart from Cambridge?,1,0,0
19760,"Why did I ask this? Of course it would be cambridge Sorry, my mistake. Please book me for 1 person and I need a reference number.",0,1,0
19761,"Wonderful, thanks for your help today.",0,0,1
19762,I am looking for an attracion called the cherry hinton hall and grounds.,0,0,1
19763,"Yes, may I please have the phone number?",0,0,1
19764,I'm also looking a train. The train should leave on friday and should go to stevenage.,1,0,0
19765,Yes I'd like to depart from cambridge and arrive by 16:15.,1,0,0
19766,Is there anything that arrives a little closer to 16:15 or is this the best option?,1,0,0
19767,"You don't need to book it for me, but could you tell me the travel time and price for that train?",1,0,0
19768,"Thank you so much, that's all I needed. Goodbye!",0,0,1
19769,I am looking for information in Cambridge,1,0,0
19770,My best friend told me about a great place they stayed at. It was called Finches Bed and Breakfast. Can you tell me a little about that place?,0,0,1
19771,"I think I am ready to book. Can you get me a booking for 8 people for 4 nights, starting from Sunday?",1,0,0
19772,"Actually, I need some information on a train heading into Cambridge.",1,0,0
19773,"I want to leave Bishops Stortford and arrive in Cambridge by 12:00, please.",1,0,0
19774,Yes please book that for 8 people and provide me with the reference number.,0,1,0
19775,Thank you so much! You're very helpful and I appreciate all your work. I'm looking forward to this trip!,0,0,1
19776,"nope, leave me alone now please",0,0,1
19777,Thank you! Bye!,0,0,1
19778,I was wanting help with a place to dine in Cambridge.,1,0,0
19779,"Yes, we would like something in the centre, expensive chinese food would be great.",0,0,1
19780,That sounds great. Can you book me a table for two at 3 p.m. on Sunday?,0,0,1
19781,"Perfect. Now, please find me a train leaving after 13:00 on Monday",1,0,0
19782,I would be leaving from Cambridge and going to Stevenage.,1,0,0
19783,Yes can I please get the arrival time?,1,0,0
19784,Can you book it for me and get a reference number ?,0,0,1
19785,"Hello, I am looking for a train that leaves on Friday after 10:00.",1,0,0
19786,I want to leave from Bishops Stortford and go to Cambridge.,1,0,0
19787,That will work great. Could you please make a booking for seven people?,0,1,0
19788,"Yes, I need some information on rosa's bed and breakfast.",0,0,1
19789,Yes please book it for the same group of people and 2 nights starting from the same day.,0,0,1
19790,"No that's it, thank you for your help.",0,0,1
19791,I'm looking for a train please.,1,0,0
19792,I am going to Cambridge from Leicester. I am planning to leave on Sunday and I need to be there by 11:45.,1,0,0
19793,"Yes, that sounds great. I would like to book the train for 7 people. What is the reference number?",0,1,0
19794,Thank you for your help,0,0,1
19795,That is all I needed. Thank you.,0,0,1
19796,"Wait, I don't think that's a valid reference number.",0,1,0
19797,"Great. Nothing else. Thanks, again. Goodbye for now.",0,0,1
19798,I'm travelling to cambridge and I need a train leaving after 16:15.,1,0,0
19799,I am leaving from Peterborough.,1,0,0
19800,I would like to leave on Tuesday.,1,0,0
19801,Is there one a little earlier? I'd actually like to leave closer to 13:15.,1,0,0
19802,No just to leave after 13:15.,1,0,0
19803,I'd like to book for 3 people.,0,1,0
19804,"Thank you so much, now can you please recommend a restaurant in the north with a moderate price range? Any type of food will do.",0,0,1
19805,Oooh. I like both of those. Which would you recommend?,0,0,1
19806,"Okay, thanks! Can you please give me the postcode and address?",0,0,1
19807,"That's all the help I need for today, thank you.",0,0,1
19808,I am looking for information in Cambridge.,1,0,0
19809,Are there trains leaving from Peterborough on Tuesday?,1,0,0
19810,I'd like to arrive by 13:00. I'd also like to book seats for 6 people. Can you provide a reference number please?,0,1,0
19811,Yes I am also looking for an expensive restaurant on the west side.,0,0,1
19812,Grand. Please can you give me the postcode and phone?,0,0,1
19813,"No, that will be all. Thank you for your help!",0,0,1
19814,"Hi I'm looking for a restaurant in the center, one that is inexpensive.",0,0,1
19815,Is there a restaurant that serves Tuscan food?,0,0,1
19816,Can you try Chinese?,0,0,1
19817,"I'm sorry, I would actually like to find a cheap Mediterranean restaurant.",0,0,1
19818,is it a cheap place?,0,0,1
19819,"yes, I would like to book a table for 7 people at 14:00 on tuesday",1,0,0
19820,"Yes, I'll need a train leaving cambridge and going to ely on Tuesday as well.",1,0,0
19821,i would like to arrive in cambridge by 08:00.,1,0,0
19822,"that is right, please get me the booking.",1,0,0
19823,Can i get the reference number please?,1,0,0
19824,I need 7 tickets please.,0,1,0
19825,Thank you so much!,0,0,1
19826,"No, that's it. Thank you so much for your help.",0,0,1
19827,I want a train leaving from stevenage,1,0,0
19828,"I would like to leave on Friday, and arrive in Cambridge by 11:30.",1,0,0
19829,"Yes, that is perfect. I need 5 seats please.",0,1,0
19830,Yes I also need information on a place to eat called the cow pizza kitchen and bar.,0,0,1
19831,Could I get a reservation for 5 people at 16:00 on friday?,0,1,0
19832,"Nothing, thank you. That's all I need. Goodbye.",0,0,1
19833,"Hi, I'm looking to book a train that will depart from London Liverpool Street. I need the ticket for Monday. Can you give me available times?",1,0,0
19834,I would like to leave London Liverpool on Monday.,1,0,0
19835,"I'm not sure when I need to leave, but I would like to arrive by 20:00.",1,0,0
19836,That would work perfectly! Can you book me 6 tickets please?,1,0,0
19837,That you and whhat is the reference number ?,0,1,0
19838,Yes please. I'm looking for information on the Hamilton Lodge.,0,0,1
19839,yes for sunday please 4 nights for 4 people,0,0,1
19840,"Thank you, that will be all for today.",0,0,1
19841,"Yes, I'm only looking for information right now. Can you help me with a train?",1,0,0
19842,I'm leaving from London Kings Cross and want to arrive in Cambridge.,1,0,0
19843,Wednesday after 13:15 would be great.,1,0,0
19844,"I don't need to book. I just need the train ID, travel time and arrival time for the 13:17 train.",1,0,0
19845,"I'd like to find somewhere to stay that is moderately priced, in the east, and with internet included",0,0,1
19846,"Yes, please book it for 4 people and 5 nights starting Wednesday.",1,0,0
19847,That'a all I need for today. Thanks!,0,0,1
19848,I need help booking a train from cambridge to ely.,1,0,0
19849,Tuesday and I need to leave after 16:45 please.,1,0,0
19850,Yes please book it for 8 people and provide the reference number.,0,1,0
19851,"Yes, I'm looking for a college to visit in town. Can you give me some info on what's around?",0,0,1
19852,I am particularly interested in colleges if you would focus on that type of attraction. I would appreciate it.,0,0,1
19853,Are there colleges in the centre of town?,0,0,1
19854,"Great, thank you so much! That will be all for today.",0,0,1
19855,I need a train from Birmingham new street to Cambridge departing on Monday.,1,0,0
19856,"Yes, I do. I'd like to leave from Birmingham New Street on Monday and arrive in Cambridge.",1,0,0
19857,I need to leave after 16:45 please.,1,0,0
19858,"Yes, could you make a reservation for 6 and provide me the reference number when complete.",0,1,0
19859,Can you get me the area and postcode for a cinema in Cambridge?,0,1,0
19860,It doesn't really matter. How about the one in the centre?,0,0,1
19861,"Okay thanks, you've been a lot of help. Bye!",0,0,1
19862,I would like to book a train for Monday departing from kings lynn and arriving at Cambridge at 14:45.,1,0,0
19863,Can you please provide me with the departure time of the train arriving by 14:45 or just before?,1,0,0
19864,What time is it scheduled to arrive?,1,0,0
19865,Thanks so much for your help. That's all today.,0,0,1
19866,Please find a train that departs from Peterborough and arrives in Cambridge by 8:45.,1,0,0
19867,I would like to leave on Saturday from london liverpool street,1,0,0
19868,"Can I get travel time and price first, please?",1,0,0
19869,"Ok thanks, Im ready to book.",0,1,0
19870,I'm so sorry. I didn't mean to book yet. I won't need that reservation. Could you make sure that train TR3390 is departing from London Liverpool?,0,1,0
19871,"Yes, please. I need to know the price and travel time for that as well.",0,1,0
19872,"No, thank you. That's all I needed today.",0,0,1
19873,"I'm interested in visiting colleges while in town, can you please recommend some?",0,0,1
19874,I would like the post code for clare hall please.,0,0,1
19875,Yes I also need a train to stansted airport on sunday,1,0,0
19876,I am leaving from Cambridge. I would like to leave sometime after 18:00.,1,0,0
19877,"That sounds great, do I call to book a seat or can you help me?",1,0,0
19878,Please book for 6 people.,0,1,0
19879,"No, thanks. That's all I needed.",0,0,1
19880,What trains leave Friday from Bishops Stortford?,1,0,0
19881,I need to arrive in cambridge by 11:15 which one would work best?,1,0,0
19882,How much is the ticket?,1,0,0
19883,Great. Can I also get a restaurant in the centre of town in the moderate price range?,1,0,0
19884,Yes please. I will need a table for 6 at 18:15 on Friday.,1,0,0
19885,"No, thank you very much for your help.",0,0,1
19886,I am looking for a restaurant in Cambridge called the La Margherita,1,0,0
19887,"Okay, great! Please book me a table for 6 at 14:45 on Sunday. Please provide the reference number as well.",1,0,0
19888,Well I'm also looking for a train. Can you coordinate a time with a departure from cambride on sunday?,1,0,0
19889,I would like to depart from Cambridge this Sunday and arrive at London Liverpool Street by 12:15,1,0,0
19890,Thank you for the information that's all I need today.,0,0,1
19891,Can you help me find a chinese restaurant?,0,0,1
19892,Something in the Centre please.,0,0,1
19893,Can you check for a Chinese place with a different price range?,1,0,0
19894,What cuisines is in that area?,0,0,1
19895,I am in interested in making a reservation for 6 people at 18:00 on Saturday at a moderately priced restaurant.,1,0,0
19896,I would like a moderately priced restaurant please.,1,0,0
19897,i also want a train to go to stansted airport,1,0,0
19898,I'm heading to stansted airport from Cambridge on Friday and any train that leaves after 08:15 will work,1,0,0
19899,That sounds good. Please give me the travel time and ticket price.,1,0,0
19900,What is the travel and arrival time? Thank you.,1,0,0
19901,That is all thanks.,0,0,1
19902,Where is the Abbey Pool and Astroturf pitch?,0,0,1
19903,What is the entrance fee and the address?,0,0,1
19904,"Okay, thanks. I am need some assistance booking a train for Monday.",1,0,0
19905,I need to leave on monday and should depart from leicester and going to cambridge.,1,0,0
19906,I will be leaving at 17:00.,1,0,0
19907,"No, that is okay.",0,0,1
19908,"That is all, thanks for your help.",0,0,1
19909,I need to get a train from cambridge to london liverpool street.,1,0,0
19910,"I would like to leave on Friday, after 10:30, please.",1,0,0
19911,Could you actually tell me the price on that?,1,0,0
